country,iso2c,iso3c,year,status,lastupdated,lifeExp,pop,gdpPercap,region,capital,longitude,latitude,income,lending
Afghanistan,AF,AFG,1977,,2022-12-22,41.228,12687301,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1978,,2022-12-22,40.271,12938862,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1979,,2022-12-22,39.086,12986369,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1965,,2022-12-22,34.953,9565147,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1966,,2022-12-22,35.453,9783147,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1967,,2022-12-22,35.924,10010030,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2009,,2022-12-22,60.364,27385307,512.409279249256,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2010,,2022-12-22,60.851,28189672,569.282712026308,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2011,,2022-12-22,61.419,29249157,551.000970270826,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2012,,2022-12-22,61.923,30466479,596.4428151196,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2000,,2022-12-22,55.298,19542982,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1960,,2022-12-22,32.535,8622466,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2003,,2022-12-22,57.344,22645130,363.101481459528,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1962,,2022-12-22,33.547,8969047,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1963,,2022-12-22,34.016,9157465,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1964,,2022-12-22,34.494,9355514,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2019,,2022-12-22,63.565,37769499,584.386882896106,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2020,,2022-12-22,62.575,38972230,553.036478884366,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1981,,2022-12-22,40.164,11155195,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1982,,2022-12-22,37.766,10088289,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1983,,2022-12-22,38.187,9951449,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1984,,2022-12-22,33.329,10243686,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1975,,2022-12-22,40.1,12157386,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1972,,2022-12-22,38.444,11286753,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1973,,2022-12-22,39.003,11575305,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1961,,2022-12-22,33.068,8790140,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2005,,2022-12-22,58.361,24411191,379.955829325586,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1976,,2022-12-22,40.645,12425267,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2018,,2022-12-22,63.081,36686784,578.985909020837,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1992,,2022-12-22,47.596,12057433,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1974,,2022-12-22,39.55,11869879,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2006,,2022-12-22,58.684,25442944,384.078305241572,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1990,,2022-12-22,45.967,10694796,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2021,,2022-12-22,NA,40099462,426.030015291798,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2004,,2022-12-22,57.944,23553551,354.033912870345,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1989,,2022-12-22,45.158,10673168,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2015,,2022-12-22,62.659,33753499,592.476537451681,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2013,,2022-12-22,62.417,31541209,608.386714575999,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2017,,2022-12-22,63.016,35643418,588.930450759474,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2014,,2022-12-22,62.545,32716210,602.516979299112,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1991,,2022-12-22,46.663,10745167,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,2016,,2022-12-22,63.136,34636207,590.427738791141,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Afghanistan,AF,AFG,1988,,2022-12-22,43.958,10383460,NA,South Asia,Kabul,69.1761,34.5228,Low income,IDA
Africa Eastern and Southern,ZH,AFE,1973,,2022-12-22,47.6923174333564,187901657,1446.93774446832,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1976,,2022-12-22,48.3495880515137,205202669,1468.04099711696,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,,2022-12-22,44.9131593023895,141630546,1235.9798711601,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,,2022-12-22,45.4790430350926,145605995,1257.34070970236,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1975,,2022-12-22,47.7598869102852,199284304,1469.72222504503,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1971,,2022-12-22,47.1929422628056,177503186,1435.58277580195,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1972,,2022-12-22,46.8973892484582,182599092,1425.58119525391,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1974,,2022-12-22,47.5980637543936,193512956,1487.72799874321,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2014,,2022-12-22,61.337911447657,583650827,1538.24924991022,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2015,,2022-12-22,61.8564524336049,600008150,1540.85035410697,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2012,,2022-12-22,60.0507802468673,552530654,1499.24452306608,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,,2022-12-22,45.4983377851245,149742351,1287.75014160351,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1970,,2022-12-22,46.7184845197579,172475766,1402.06678653947,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,,2022-12-22,58.4111497501441,523459657,1513.34607613598,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2016,,2022-12-22,62.4440448894169,616377331,1533.28854984193,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,,2022-12-22,48.7033305923076,252779730,1387.76116603231,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2013,,2022-12-22,60.709863140516,567891875,1520.26718854789,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,,2022-12-22,49.0116307202704,267938123,1342.73479740005,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,,2022-12-22,59.2932713889337,537792950,1527.51653729881,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,,2022-12-22,50.0758875408274,284490394,1348.52099232377,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2017,,2022-12-22,62.9223846035263,632746296,1531.6507509017,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2018,,2022-12-22,63.3658579512382,649756874,1529.0021193768,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,,2022-12-22,49.6397190079537,276035920,1333.24287252251,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2020,,2022-12-22,63.3138559861117,685112705,1437.30240752998,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2021,,2022-12-22,NA,702976832,1460.9184336274,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,,2022-12-22,50.2736279712378,335625136,1195.84329395307,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,,2022-12-22,50.882581820857,344418362,1188.90424452964,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,,2022-12-22,51.0019252899341,353466601,1208.26859589476,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,,2022-12-22,50.8106889705148,362985802,1240.51806700608,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,,2022-12-22,48.6526645552392,260209149,1388.7751208817,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1960,,2022-12-22,44.0855518454965,130692579,1176.68491136631,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,,2022-12-22,44.386696928982,134169237,1148.91405204586,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,,2022-12-22,44.7521818697994,137835590,1207.64804978767,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,,2022-12-22,52.189648214333,412001885,1278.3606236054,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,,2022-12-22,52.540794004192,422741118,1294.54034226864,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2019,,2022-12-22,63.7556736140197,667242712,1519.87998570696,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,,2022-12-22,53.5454571098034,445281555,1336.84159640334,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1966,,2022-12-22,45.249104629175,153955516,1301.53149096908,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1967,,2022-12-22,45.9249050028634,158313235,1332.22236517896,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1968,,2022-12-22,46.2230965735857,162875171,1347.0453581606,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1969,,2022-12-22,46.4323030920124,167596160,1378.19978288094,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,,2022-12-22,57.6208515442432,509410477,1478.25608940204,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,,2022-12-22,51.9644813247726,401600588,1265.24733780184,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,,2022-12-22,50.9742313589474,372352230,1262.92044705139,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,,2022-12-22,50.3259127442221,381715600,1254.68312634815,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,,2022-12-22,51.2378519083819,391486231,1255.81621170644,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,,2022-12-22,48.7636045995518,217481420,1417.03107400081,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,,2022-12-22,49.3597265265243,292795186,1362.8723068975,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,,2022-12-22,50.6840997852884,301124880,1363.73406543419,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,,2022-12-22,48.6359051941044,211120911,1444.62986041445,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,,2022-12-22,50.2968491379812,245386717,1427.25835300349,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,,2022-12-22,49.261335737194,224315978,1412.35380823927,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1980,,2022-12-22,49.6365376633939,230967858,1445.95879564816,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1981,,2022-12-22,50.0570732913929,237937461,1464.37590974433,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1990,,2022-12-22,50.6077275337211,309890664,1324.72612895531,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,,2022-12-22,50.3904596093263,318544083,1290.20878794605,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,,2022-12-22,49.9621136475362,326933522,1232.4135770321,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,,2022-12-22,55.1505461100496,469508516,1433.69054422622,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,,2022-12-22,55.9338017149142,482406426,1487.01651360209,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,,2022-12-22,56.6804188973962,495748900,1509.2519975841,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,,2022-12-22,53.0220345898659,433807484,1300.57393215501,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,,2022-12-22,54.2196508058581,457153837,1381.77376026899,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,,2022-12-22,48.8320388374723,223788766,1189.54254427453,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,,2022-12-22,52.3445512272646,309824829,1446.87655895216,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,,2022-12-22,48.6818922948796,229675775,1155.44673021101,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,,2022-12-22,48.7837728532269,235861484,1146.65926110569,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,,2022-12-22,48.9062773288063,242200260,1168.30437384161,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,,2022-12-22,49.0791837660659,248713095,1185.78233077128,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,,2022-12-22,49.3329492370093,255482918,1194.76285317307,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,,2022-12-22,49.7501167734063,262397030,1179.7423775635,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,,2022-12-22,39.4715000612072,113319950,1029.26580511493,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,,2022-12-22,40.0856789209301,115921723,1020.7132799513,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,,2022-12-22,46.6737358706341,153459665,1580.45732697282,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,,2022-12-22,39.8378269884933,110798486,1164.42651172986,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,,2022-12-22,48.0216757263596,180817312,1219.48276396532,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,,2022-12-22,48.0667637335486,185720244,1203.97127214643,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,,2022-12-22,40.3504203845339,118615741,1152.68476496747,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,,2022-12-22,47.9319203796927,176054495,1186.56952532202,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,,2022-12-22,45.0031631429918,141258400,1593.07942880718,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,,2022-12-22,45.7198894946875,145122851,1624.11036108951,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,,2022-12-22,46.2695350883761,149206663,1544.52485858656,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,,2022-12-22,48.7372663398837,217966101,1235.74195239124,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,,2022-12-22,39.0637152759625,103667517,1155.69650680111,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,,2022-12-22,39.3353602545354,105959979,1191.66775172691,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,,2022-12-22,39.6180376955522,108336203,1212.81070988494,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,,2022-12-22,53.2517115680003,327612838,1521.79981991719,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,,2022-12-22,53.6411646755365,336893835,1572.857212716,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,,2022-12-22,54.1594208389292,346475221,1625.53368936689,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,,2022-12-22,41.0347613835006,121424797,1328.28745732179,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,,2022-12-22,50.221953875359,269611898,1191.15597769774,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,,2022-12-22,50.565144130827,277160097,1219.17383691953,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,,2022-12-22,50.9278483335328,284952322,1303.68466895517,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,,2022-12-22,37.8451516181524,97256290,1086.56746016207,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,,2022-12-22,38.1649497795417,99314028,1083.5803093789,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,,2022-12-22,38.7351018609467,101445032,1100.84167682061,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,,2022-12-22,56.888445830282,431138704,1821.99636790423,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,,2022-12-22,47.0152387693495,157825609,1567.67967780063,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,,2022-12-22,47.2971899672045,162323313,1417.78247342611,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,,2022-12-22,47.529378486773,167023385,1331.35113348447,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,,2022-12-22,47.7852622311657,171566640,1210.97903116822,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,,2022-12-22,57.2263727312399,466189102,1773.88682150227,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,,2022-12-22,NA,478185907,1797.96020238982,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,,2022-12-22,41.5567211054069,124336039,1437.73954587545,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,,2022-12-22,42.2497926046538,127364044,1447.7393652279,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,,2022-12-22,42.855047105512,130563107,1471.91050031072,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,,2022-12-22,43.4976836506848,133953892,1581.81176017358,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,,2022-12-22,44.201253848732,137548613,1506.73080245906,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,,2022-12-22,56.5816784850503,419778384,1829.13155071614,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,,2022-12-22,51.4033564775689,292977949,1338.1181342986,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,,2022-12-22,51.8191317940034,301265247,1405.71065293854,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,,2022-12-22,57.5557955517512,454306063,1836.82385308313,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,,2022-12-22,52.8321256822206,318601484,1482.71312740747,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,,2022-12-22,48.2378522324172,190759952,1189.28242481567,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,,2022-12-22,57.1891392680655,442646825,1826.91094862252,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,,2022-12-22,48.6898474133953,201392200,1208.07262835179,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,,2022-12-22,54.550169165108,356337762,1690.63452938271,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,,2022-12-22,48.6624610142838,212172888,1236.00698843679,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,,2022-12-22,48.5129131210586,195969722,1213.9484227663,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,,2022-12-22,55.3405609869972,376797999,1762.50210608869,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,,2022-12-22,48.6500033905016,206739024,1254.50166745782,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,,2022-12-22,55.9222289908432,397855507,1876.22494346896,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,,2022-12-22,55.0131378935872,366489204,1723.56361081394,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,,2022-12-22,55.673405514134,387204553,1819.90621447038,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,,2022-12-22,56.1958723463673,408690375,1876.62348318848,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,1969,,2022-12-22,63.923,2081695,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,,2022-12-22,65.618,2187853,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1968,,2022-12-22,62.946,2022272,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,,2022-12-22,77.781,2927519,3432.16997279698,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1970,,2022-12-22,64.824,2135479,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1967,,2022-12-22,61.972,1965598,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,,2022-12-22,66.422,2243126,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,,2022-12-22,67.14,2296752,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1960,,2022-12-22,54.439,1608800,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,,2022-12-22,78.092,2905195,3678.04673786035,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1966,,2022-12-22,60.998,1914573,NA,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,,2022-12-22,77.653,2947314,3298.47804428531,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,,2022-12-22,70.478,2671997,1740.50538249229,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,,2022-12-22,77.936,2913021,3577.11338784054,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,,2022-12-22,71.023,2784278,1818.3673437536,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
