country,iso2c,iso3c,year,EN.ATM.CO2E.PC,status,lastupdated,region,capital,longitude,latitude,income,lending
Africa Eastern and Southern,ZH,AFE,2012,0.983547239181253,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1982,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1983,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2009,0.98533507675895,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1979,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1978,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1977,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2005,1.00285715118919,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1961,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2004,1.02766437578895,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2003,0.982878379361328,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2002,0.956164399242032,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2001,0.95424320692125,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2000,0.886253682477178,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2011,0.970187522656224,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2010,1.01180671779076,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1998,0.958016911019618,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2008,1.04752625799657,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2007,1.00782238957389,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,2006,0.99133453878279,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1991,0.937815051493395,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1993,0.904580639037715,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1989,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1988,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1984,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1987,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1986,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1985,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1963,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1962,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1965,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1964,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1996,0.936868599615365,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1999,0.896762062622836,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1994,0.906339598700025,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1992,0.90259939756193,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1995,0.926339289408563,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Eastern and Southern,ZH,AFE,1997,0.957668495768107,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2004,0.501186260829957,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1992,0.563117533427227,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2019,0.485883896346851,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1997,0.54499907745344,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1990,0.473668662031144,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1989,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1988,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1991,0.525418075603017,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1998,0.510473912713849,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2020,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1980,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2006,0.467292227705739,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2018,0.478304570011211,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2017,0.474881977788224,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2016,0.490806599745244,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2015,0.485477551312086,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1987,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1986,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1999,0.506915750862876,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1996,0.559529151179489,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1995,0.497312416556454,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1994,0.466820830500474,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1993,0.518770416101305,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1981,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2021,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2005,0.501186433220843,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1964,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2003,0.515363018069452,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2002,0.497135791121823,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2001,0.539255115068025,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2000,0.525718638722687,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2013,0.499219330100904,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1985,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1984,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1983,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1982,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2008,0.449221636010211,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2007,0.435300409162516,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1979,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1978,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1977,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1976,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1975,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2014,0.506917708404874,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1960,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2012,0.472242411645039,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2011,0.46871776341901,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2010,0.464418917562708,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,2009,0.423464619292407,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1970,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1969,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1967,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1966,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1965,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1963,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1962,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1961,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1971,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1974,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1973,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1972,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Africa Western and Central,ZI,AFW,1968,NA,,2022-12-22,Aggregates,,,,Aggregates,Aggregates
Albania,AL,ALB,2021,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2020,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2019,1.69224831964856,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2018,1.78273894754715,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2017,1.78878607422544,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2016,1.55766435847472,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,1.60377514987108,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2014,1.66833737091547,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2013,1.53363003912154,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2012,1.50324046003101,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2011,1.66942319005525,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2010,1.52762366260495,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2009,1.44149356167856,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2008,1.38431124871868,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2007,1.3939313702533,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2006,1.33999573904164,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2005,1.33820939947885,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2004,1.40405868767094,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2003,1.3389849808862,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2002,1.23237878291558,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2001,1.05549588209555,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2000,1.026213108529,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1999,0.955359308384195,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1998,0.572153695185918,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1997,0.466921472384454,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1996,0.612367358547086,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1995,0.605436252895428,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1994,0.645355188531009,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1993,0.638307036219586,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1992,0.683699826210896,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1991,1.24281022043045,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1990,1.81954163372931,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1989,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1988,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1987,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1986,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1985,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1984,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1983,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1982,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1981,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1980,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1979,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1978,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1977,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1976,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1975,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1974,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1973,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1972,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,1971,NA,,2022-12-22,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
