country,iso2c,iso3c,year,status,lastupdated,gdp,gdpPercap,region,capital,longitude,latitude,income,lending
Brazil,BR,BRA,1985,,2022-12-22,835795257963.87,6110.36574792215,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1986,,2022-12-22,898396322785.362,6433.50571737096,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1987,,2022-12-22,930109712979.684,6528.63131849716,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1988,,2022-12-22,929551647151.897,6399.49206175515,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1989,,2022-12-22,958925479201.9,6479.07688561245,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1990,,2022-12-22,917212220856.615,6086.08487029556,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1991,,2022-12-22,926679589877.167,6043.43990026094,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1992,,2022-12-22,921637785237.654,5911.69413084856,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1993,,2022-12-22,967025589117.641,6103.38455349758,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1994,,2022-12-22,1023624343217.9,6358.68643258731,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1995,,2022-12-22,1066860123057.74,6524.52669793585,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1996,,2022-12-22,1090425612783.91,6567.36035682375,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1997,,2022-12-22,1127443882933.16,6689.20741912308,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1998,,2022-12-22,1131255747038.65,6613.99113295669,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,1999,,2022-12-22,1136549317651.98,6551.2345477737,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2000,,2022-12-22,1186420527155.95,6745.8658812468,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2001,,2022-12-22,1202910543363.1,6749.88971898625,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2002,,2022-12-22,1239640958003.7,6868.70416532586,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2003,,2022-12-22,1253783141526.78,6865.18150461494,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2004,,2022-12-22,1326000607099.75,7178.35611584129,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2005,,2022-12-22,1368460897672.78,7325.91235843215,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2006,,2022-12-22,1422679163956.12,7534.55155911426,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2007,,2022-12-22,1509033948357.92,7909.83475750883,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2008,,2022-12-22,1585907087042.63,8231.1102691656,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2009,,2022-12-22,1583911825584.01,8142.77083855301,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2010,,2022-12-22,1703152284574.41,8673.9088122477,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2011,,2022-12-22,1770842762050.66,8935.28805708641,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2012,,2022-12-22,1804863767940.85,9025.32484753836,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2013,,2022-12-22,1859096723592.52,9216.14336043625,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2014,,2022-12-22,1868465748247.72,9183.4707680256,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2015,,2022-12-22,1802214373741.32,8783.22598387817,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2016,,2022-12-22,1743175328356.73,8426.85335245502,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2017,,2022-12-22,1766235255333.29,8470.95078857257,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2018,,2022-12-22,1797739006514.93,8553.87618653936,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2019,,2022-12-22,1819685405632.83,8592.22153753537,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2020,,2022-12-22,1749105698451.8,8204.20272600881,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brazil,BR,BRA,2021,,2022-12-22,1829904265254.51,8537.93922013226,Latin America & Caribbean,Brasilia,-47.9292,-15.7801,Upper middle income,IBRD
Brunei Darussalam,BN,BRN,1960,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1961,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1962,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1963,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1964,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1965,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1966,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1967,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1968,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1969,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1970,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1971,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1972,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1973,,2022-12-22,NA,NA,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1974,,2022-12-22,6708427942.90657,43472.5815085253,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1975,,2022-12-22,6732273926.70735,42168.1642481341,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1976,,2022-12-22,8089190285.80907,49006.3871335305,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1977,,2022-12-22,8972262683.56723,52604.7296175377,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1978,,2022-12-22,9580208346.93608,54378.6233478798,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1979,,2022-12-22,11741736030.6392,64532.407245023,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1980,,2022-12-22,10920201635.4071,58110.5977267423,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1981,,2022-12-22,8755084285.29789,45106.2822853178,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1982,,2022-12-22,9101492760.0317,45364.5654190884,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1983,,2022-12-22,9147133648.60828,44077.6860811008,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1984,,2022-12-22,9202005157.60646,42863.4219804476,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1985,,2022-12-22,9064826350.34696,40810.6751351616,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1986,,2022-12-22,8818673714.48953,38372.9248068644,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1987,,2022-12-22,8995852317.25395,37843.4926181848,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1988,,2022-12-22,9094569846.86158,37010.5679299618,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1989,,2022-12-22,8996877926.29455,35445.7587287677,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1990,,2022-12-22,9094891761.97635,34722.8694983978,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1991,,2022-12-22,9381011723.71481,34762.5128722849,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1992,,2022-12-22,9827414750.71564,35424.8304016915,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1993,,2022-12-22,9857346390.27574,34622.0453238023,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1994,,2022-12-22,10167399106.887,34827.6126770924,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1995,,2022-12-22,10622767156.9577,35516.1273999996,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1996,,2022-12-22,10928524149.2814,35691.2701318157,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1997,,2022-12-22,10767746808.7381,34378.1326205262,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1998,,2022-12-22,10707607989.7475,33445.388408467,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,1999,,2022-12-22,11034421011.7014,33739.7636768682,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2000,,2022-12-22,11348838215.8935,33986.0873843111,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2001,,2022-12-22,11660254934.8204,34219.5843697406,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2002,,2022-12-22,12111751312.501,34857.6720758786,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2003,,2022-12-22,12463471178.0442,35203.0707340712,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2004,,2022-12-22,12526326738.1135,34750.8516541693,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2005,,2022-12-22,12574867157.1504,34290.3851120903,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2006,,2022-12-22,13127874564.5426,35213.5001516669,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2007,,2022-12-22,13148167870.8878,34714.8179551782,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2008,,2022-12-22,12893130934.0876,33526.2708651983,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2009,,2022-12-22,12665627056.3659,32450.0899445978,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2010,,2022-12-22,12994802365.1317,32810.7661477926,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2011,,2022-12-22,13481499082.9269,33577.3290633936,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2012,,2022-12-22,13604563824.4265,33456.5329618933,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2013,,2022-12-22,13315326917.8511,32342.1477618547,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2014,,2022-12-22,12981331573.3766,31155.993369534,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2015,,2022-12-22,12930394937.8137,30681.6794391894,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2016,,2022-12-22,12609990390.5992,29601.3333300451,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2017,,2022-12-22,12777527044.6874,29696.1184093173,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2018,,2022-12-22,12784201742.5315,29438.1006980189,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2019,,2022-12-22,13278836553.322,30313.6563877064,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2020,,2022-12-22,13429361905.6174,30402.0870578242,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Brunei Darussalam,BN,BRN,2021,,2022-12-22,13215732655.1727,29673.4033162602,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
Cambodia,KH,KHM,1960,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1961,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1962,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1963,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1964,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1965,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1966,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1967,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1968,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1969,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1970,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1971,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1972,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1973,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1974,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1975,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1976,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1977,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1978,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1979,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1980,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1981,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1982,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1983,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1984,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1985,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1986,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1987,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1988,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1989,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1990,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1991,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1992,,2022-12-22,NA,NA,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1993,,2022-12-22,5775009072.99655,563.770282079607,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1994,,2022-12-22,3764807025.70302,353.956570048307,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1995,,2022-12-22,4137653518.67972,378.922378208996,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1996,,2022-12-22,4381671867.05688,391.829016964631,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1997,,2022-12-22,4557228855.43715,398.652963161675,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1998,,2022-12-22,4770581544.77099,408.822526817759,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,1999,,2022-12-22,5376702112.3593,451.861450642121,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2000,,2022-12-22,5914027156.61207,488.002702289111,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2001,,2022-12-22,6395924923.30211,518.384291904527,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2002,,2022-12-22,6816708954.65046,542.654742982698,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2003,,2022-12-22,7396531098.76289,578.409355448543,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2004,,2022-12-22,8161371525.5189,627.008213389039,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2005,,2022-12-22,9242760345.99552,697.746758239126,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2006,,2022-12-22,10238305796.2966,759.64339497603,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2007,,2022-12-22,11283900343.1446,822.754086675081,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2008,,2022-12-22,12038971276.7753,863.38697476452,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2009,,2022-12-22,12049408698.7997,851.203024271407,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2010,,2022-12-22,12767924407.3787,888.912588308966,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2011,,2022-12-22,13670561753.9969,938.01767709824,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2012,,2022-12-22,14670337167.5821,992.134600394822,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2013,,2022-12-22,15749584749.2127,1049.99450649809,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2014,,2022-12-22,16874510037.997,1109.3756527343,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
